2770	1.953547043	35022.11536
2770	1.992617984	35138.21041
2770	2.031688925	35249.43466
2770	2.070759866	35356.06803
2770	2.109830806	35458.27495
2770	2.148901747	35556.32925
2770	2.187972688	35650.52481
2770	2.227043629	35740.91133
2770	2.26611457	35827.83338
2770	2.305185511	35911.31117
2770	2.344256452	35991.59002
2770	2.383327392	36068.82832
2770	2.422398333	36143.17728
2770	2.461469274	36214.77201
2770	2.500540215	36283.89468
2770	2.539611156	36350.23083
2770	2.578682097	36414.33514
2770	2.617753038	36476.17139
2770	2.656823978	36535.84459
2770	2.695894919	36593.45388
2770	2.73496586	36649.08833
2770	2.774036801	36702.83751
2770	2.813107742	36754.78967
2770	2.852178683	36805.01079
2770	2.891249624	36853.65528
2770	2.930320564	36900.64317
2770	2.969391505	36946.11465
2770	3.008462446	36990.13251
2770	3.047533387	37032.75572
2770	3.086604328	37074.04016
2770	3.125675269	37113.93508
2770	3.16474621	37152.69221
2770	3.20381715	37190.26451
2770	3.242888091	37226.6944
2770	3.281959032	37262.02468
2770	3.321029973	37296.29608
2770	3.360100914	37329.54729
2770	3.399171855	37361.81509
2770	3.438242796	37393.13445
2770	3.477313736	37423.53863
2770	3.516384677	37453.05927
2770	3.555455618	37481.72648
2770	3.594526559	37509.56895
2770	3.6335975	37536.61399
2770	3.672668441	37562.88756
2770	3.711739382	37588.41447
2770	3.750810323	37613.21832
2770	3.789881263	37637.3349
2770	3.828952204	37660.75745
2770	3.868023145	37683.52105
2770	3.907094086	37705.64575
2770	3.946165027	37727.14404
2770	3.985235968	37748.04683
2770	4.024306909	37768.36406
2770	4.063377849	37788.11157
2770	4.10244879	37807.31522
2770	4.141519731	37825.9675
2770	4.180590672	37844.09384
2770	4.219661613	37861.70809
2770	4.258732554	37878.823
2770	4.297803495	37895.45067
2770	4.336874435	37911.60269
2770	4.375945376	37927.29005
2770	4.415016317	37942.52327
2770	4.454087258	37957.29012
2770	4.493158199	37971.64575
2770	4.53222914	37985.82757
2770	4.571300081	37999.43019
2770	4.610371021	38012.5334
2770	4.649441962	38025.23104
2770	4.688512903	38037.53495
2770	4.727583844	38049.4523
2770	4.766654785	38060.98977
2770	4.805725726	38072.15369
2770	4.844796667	38082.94658
2770	4.883867607	38093.3818
2770	4.922938548	38103.46054
2770	4.962009489	38113.18761
2770	5.00108043	38122.5678
2770	5.040151371	38131.60566
2770	5.079222312	38140.30542
2780	1.953547043	35017.35562
2780	1.992617984	35133.31217
2780	2.031688925	35244.47567
2780	2.070759866	35351.05779
2780	2.109830806	35453.21854
2780	2.148901747	35551.23292
2780	2.187972688	35645.39417
2780	2.227043629	35735.75207
2780	2.26611457	35822.65034
2780	2.305185511	35906.10935
2780	2.344256452	35986.37385
2780	2.383327392	36063.60191
2780	2.422398333	36137.94451
2780	2.461469274	36209.5364
2780	2.500540215	36278.68739
2780	2.539611156	36344.99934
2780	2.578682097	36408.9599
2780	2.617753038	36470.95585
2780	2.656823978	36530.63995
2780	2.695894919	36588.26303
2780	2.73496586	36643.91336
2780	2.774036801	36697.68038
2780	2.813107742	36749.65222
2780	2.852178683	36799.89467
2780	2.891249624	36848.56208
2780	2.930320564	36895.57429
2780	2.969391505	36941.07144
2780	3.008462446	36985.1162
2780	3.047533387	37027.76745
2780	3.086604328	37069.08101
2780	3.125675269	37109.00665
2780	3.16474621	37147.7948
2780	3.20381715	37185.39895
2780	3.242888091	37221.86147
2780	3.281959032	37257.22512
2780	3.321029973	37291.53056
2780	3.360100914	37324.81646
2780	3.399171855	37357.11954
2780	3.438242796	37388.47473
2780	3.477313736	37418.91526
2780	3.516384677	37448.47275
2780	3.555455618	37477.17727
2780	3.594526559	37505.05748
2780	3.6335975	37532.14065
2780	3.672668441	37558.4528
2780	3.711739382	37584.01863
2780	3.750810323	37608.86178
2780	3.789881263	37633.01803
2780	3.828952204	37656.48057
2780	3.868023145	37679.28447
2780	3.907094086	37701.44982
2780	3.946165027	37722.98905
2780	3.985235968	37743.93313
2780	4.024306909	37764.29196
2780	4.063377849	37784.0814
2780	4.10244879	37803.32734
2780	4.141519731	37822.02219
2780	4.180590672	37840.19144
2780	4.219661613	37857.84894
2780	4.258732554	37875.00744
2780	4.297803495	37891.67908
2780	4.336874435	37907.87542
2780	4.375945376	37923.60749
2780	4.415016317	37938.8858
2780	4.454087258	37953.72037
2780	4.493158199	37968.10024
2780	4.53222914	37982.3278
2780	4.571300081	37995.97812
2780	4.610371021	38009.12868
2780	4.649441962	38021.87415
2780	4.688512903	38034.22639
2780	4.727583844	38046.19262
2780	4.766654785	38057.77953
2780	4.805725726	38068.99346
2780	4.844796667	38079.83694
2780	4.883867607	38090.32341
2780	4.922938548	38100.45406
2780	4.962009489	38110.23371
