2770	2.461469274	36214.77201	286099.262
2770	2.500540215	36283.89468	286228.8176
2770	2.539611156	36350.23083	286353.1505
2770	2.578682097	36414.33514	286473.3003
2770	2.617753038	36476.17139	286589.1991
2770	2.656823978	36535.84459	286701.0438
2770	2.695894919	36593.45388	286809.02
2770	2.73496586	36649.08833	286913.2949
2770	2.774036801	36702.83751	287014.0362
2770	2.813107742	36754.78967	287111.4094
2770	2.852178683	36805.01079	287205.5381
2770	2.891249624	36853.65528	287296.7118
2770	2.930320564	36900.64317	287384.7805
2770	2.969391505	36946.11465	287470.0071
2770	3.008462446	36990.13251	287552.5091
2770	3.047533387	37032.75572	287632.3972
2770	3.086604328	37074.04016	287709.776
2770	3.125675269	37113.93508	287784.5505
2770	3.16474621	37152.69221	255684.4028
2770	3.20381715	37190.26451	255754.824
2770	3.242888091	37226.6944	255823.1041
2770	3.281959032	37262.02468	255889.3231
2770	3.321029973	37296.29608	255953.5575
2770	3.360100914	37329.54729	256015.8798
2770	3.399171855	37361.81509	256076.3588
2770	3.438242796	37393.13445	256135.0603
2770	3.477313736	37423.53863	256192.0464
2770	3.516384677	37453.05927	256247.3765
2770	3.555455618	37481.72648	256301.107
2770	3.594526559	37509.56895	256353.2918
2770	3.6335975	37536.61399	256403.9819
2770	3.672668441	37562.88756	256453.2261
2770	3.711739382	37588.41447	256501.0708
2770	3.750810323	37613.21832	256547.5603
2770	3.789881263	37637.3349	256592.7617
2770	3.828952204	37660.75745	256636.6622
2770	3.868023145	37683.52105	256679.3277
2770	3.907094086	37705.64575	246598.1008
2770	3.946165027	37727.14404	246638.3948
2770	3.985235968	37748.04683	246677.5726
2770	4.024306909	37768.36406	246715.6529
2770	4.063377849	37788.11157	246752.6653
2770	4.10244879	37807.31522	246788.6585
2770	4.141519731	37825.9675	246823.6182
2770	4.180590672	37844.09384	246857.5921
2770	4.219661613	37861.70809	246890.6062
2770	4.258732554	37878.823	246922.6845
2770	4.297803495	37895.45067	246953.8495
2770	4.336874435	37911.60269	246984.123
2770	4.375945376	37927.29005	247013.5256
2770	4.415016317	37942.52327	247042.077
2770	4.454087258	37957.29012	247069.7543
2770	4.493158199	37971.64575	247096.6608
2770	4.53222914	37985.82757	247123.2416
2770	4.571300081	37999.43019	247148.7368
2770	4.610371021	38012.5334	247173.296
2770	4.649441962	38025.23104	247197.095
2770	4.688512903	38037.53495	247220.156
2770	4.727583844	38049.4523	247242.4925
2770	4.766654785	38060.98977	247264.1171
2770	4.805725726	38072.15369	247285.0414
2770	4.844796667	38082.94658	247305.2704
2770	4.883867607	38093.3818	247324.829
2770	4.922938548	38103.46054	247343.7194
2770	4.962009489	38113.18761	247361.9507
2770	5.00108043	38122.5678	247379.5319
2770	5.040151371	38131.60566	247396.4714
2770	5.079222312	38140.30542	247412.7772
2780	1.953547043	35017.35562	285202.66
2780	1.992617984	35133.31217	285419.9957
2780	2.031688925	35244.47567	282834.5841
2780	2.070759866	35351.05779	283034.3494
2780	2.109830806	35453.21854	283225.8278
2780	2.148901747	35551.23292	283409.5348
2780	2.187972688	35645.39417	283586.0199
2780	2.227043629	35735.75207	286549.1402
2780	2.26611457	35822.65034	286712.0124
2780	2.305185511	35906.10935	286868.4384
2780	2.344256452	35986.37385	287018.877
2780	2.383327392	36063.60191	287163.6245
2780	2.422398333	36137.94451	287302.9638
2780	2.461469274	36209.5364	286082.1231
2780	2.500540215	36278.68739	286211.7318
2780	2.539611156	36344.99934	286336.0194
2780	2.578682097	36408.9599	286455.8997
2780	2.617753038	36470.95585	286572.0978
2780	2.656823978	36530.63995	286683.9629
2780	2.695894919	36588.26303	286791.965
2780	2.73496586	36643.91336	286896.2696
2780	2.774036801	36697.68038	286997.0444
2780	2.813107742	36749.65222	287094.4545
2780	2.852178683	36799.89467	287188.6232
2780	2.891249624	36848.56208	287279.8398
2780	2.930320564	36895.57429	287367.9541
2780	2.969391505	36941.07144	287453.2288
2780	3.008462446	36985.1162	287535.7812
2780	3.047533387	37027.76745	287615.7219
2780	3.086604328	37069.08101	287693.1553
2780	3.125675269	37109.00665	287767.9873
2780	3.16474621	37147.7948	255659.9139
2780	3.20381715	37185.39895	255730.3948
2780	3.242888091	37221.86147	255798.736
2780	3.281959032	37257.22512	255865.0176
2780	3.321029973	37291.53056	255929.3158
2780	3.360100914	37324.81646	255991.703
2780	3.399171855	37357.11954	256052.2482
2780	3.438242796	37388.47473	256111.0168
2780	3.477313736	37418.91526	256168.0711
2780	3.516384677	37448.47275	256223.4703
2780	3.555455618	37477.17727	256277.2707
2780	3.594526559	37505.05748	256329.5262
2780	3.6335975	37532.14065	256380.2878
2780	3.672668441	37558.4528	256429.6043
2780	3.711739382	37584.01863	256477.522
2780	3.750810323	37608.86178	256524.0851
2780	3.789881263	37633.01803	256569.3608
2780	3.828952204	37656.48057	256613.3363
2780	3.868023145	37679.28447	256656.0774
2780	3.907094086	37701.44982	246583.3367
2780	3.946165027	37722.98905	246623.7073
2780	3.985235968	37743.93313	246662.9625
2780	4.024306909	37764.29196	246701.1208
2780	4.063377849	37784.0814	246738.2119
2780	4.10244879	37803.32734	246774.2842
2780	4.141519731	37822.02219	246809.3237
2780	4.180590672	37840.19144	246843.3781
2780	4.219661613	37857.84894	246876.4733
2780	4.258732554	37875.00744	246908.6332
2780	4.297803495	37891.67908	246939.8806
2780	4.336874435	37907.87542	246970.2372
2780	4.375945376	37923.60749	246999.7236
2780	4.415016317	37938.8858	247028.3595
2780	4.454087258	37953.72037	247056.1637
2780	4.493158199	37968.10024	247083.1157
2780	4.53222914	37982.3278	247109.7822
2780	4.571300081	37995.97812	247135.3668
2780	4.610371021	38009.12868	247160.0148
2780	4.649441962	38021.87415	247183.9034
2780	4.688512903	38034.22639	247207.055
2780	4.727583844	38046.19262	247229.4832
2780	4.766654785	38057.77953	247251.2003
2780	4.805725726	38068.99346	247272.2185
2780	4.844796667	38079.83694	247292.5422
2780	4.883867607	38090.32341	247312.1969
2780	4.922938548	38100.45406	247331.1846
2780	4.962009489	38110.23371	247349.5145
2780	5.00108043	38119.66719	247367.1955
